"DIRECTORATEOFTECHNICALEDUCATION,MADHYAPRADESH",,,,,,,,,,,,,,
LATERALENTRYBTECH,,,,,,,,,,,,,,
OPENINGCLOSINGRANK-FIRSTROUND2026,,,,,,,,,,,,,,
BASEDONQUALIFYINGEXAM DATE:06.08.2026,,,,,,,,,,,,,,
S.No.,INST_NAME,,INST_TYPE,FW,,BRANCH,OPENING_RANK,CLOSING_RANK,OPENING_MERIT,CLOSING_MERIT,ALLOTTED_CATEGORY,DOMICILE,TOTAL_ALLOTTED,
470,"RadhaRaman InstituteofTechnology,&Science,Bhopal(2003)",,,Private,N,MECH,134,1169,84.4,74.36,UR/X/OP,,11,
471,"RadhaRaman InstituteofTechnology,&Science,Bhopal(2003)",,,Private,N,CIVIL,18,1478,90,72.7,UR/X/OP,,23,
472,"RadhaRaman InstituteofTechnology,&Science,Bhopal(2003)",,,Private,N,EC,7,2100,92.3,69.82,UR/X/OP,,14,
473,"RadhaRaman InstituteofTechnology,&Science,Bhopal(2003)",,,Private,N,CSE,74,3459,86.7,56.84,UR/X/OP,,32,
474,"RadhaRaman InstituteofTechnology,&Science,Bhopal(2003)",,,Private,N,MECH,1368,2867,73.3,65.4,"UR/X/OP(After
Conversion)",,11,
475,"RadhaRaman InstituteofTechnology,&Science,Bhopal(2003)",,,Private,N,CIVIL,1509,3074,72.6,63.7,"UR/X/OP(After
Conversion)",,16,
476,"RadhaRaman InstituteofTechnology,&Science,Bhopal(2003)",,,Private,N,EC,2233,3135,69.13,62.94,"UR/X/OP(After
Conversion)",,4,
477,"RadhaRaman InstituteofTechnology,&Science,Bhopal(2003)",,,Private,N,ELECTELEX,1005,3469,75.33,56.3,"UR/X/OP(After
Conversion)",,18,
478,"RADHARAMAN ENGINEERINGCOLLEGE,BHOPAL (2006)",,,Private,N,ELECTELEX,2572,2572,67.3,67.3,OBC/X/OP,,1,
479,"RADHARAMAN ENGINEERINGCOLLEGE,BHOPAL (2006)",,,Private,N,CIVIL,2986,2986,64.42,64.42,OBC/X/OP,,1,
480,"RADHARAMAN ENGINEERINGCOLLEGE,BHOPAL (2006)",,,Private,N,MECH,2586,3288,67.2,61.2,OBC/X/OP,,2,
481,"RADHARAMAN ENGINEERINGCOLLEGE,BHOPAL (2006)",,,Private,N,CIVIL,1504,1504,72.61,72.61,SC/X/OP,,1,
482,"RADHARAMAN ENGINEERINGCOLLEGE,BHOPAL (2006)",,,Private,N,MECH,28,856,89.6,76.4,UR/X/OP,,23,
483,"RADHARAMAN ENGINEERINGCOLLEGE,BHOPAL (2006)",,,Private,N,CIVIL,1,1171,96.03,74.31,UR/X/OP,,27,
484,"RADHARAMAN ENGINEERINGCOLLEGE,BHOPAL (2006)",,,Private,N,ELECTELEX,90,1530,85.98,72.55,UR/X/OP,,12,

"*InURcategory,Othercategorycandidatesarealsoallotted",,,Page18of39,,,,,,,,,,,
"DIRECTORATEOFTECHNICALEDUCATION,MADHYAPRADESH",,,,,,,,,,,,,,
LATERALENTRYBTECH,,,,,,,,,,,,,,
OPENINGCLOSINGRANK-FIRSTROUND2026,,,,,,,,,,,,,,
BASEDONQUALIFYINGEXAM DATE:06.08.2026,,,,,,,,,,,,,,
S.No.,INST_NAME,,,INST_TYPE,FW,BRANCH,OPENING_RANK,CLOSING_RANK,OPENING_MERIT,CLOSING_MERIT,ALLOTTED_CATEGORY,DOMICILE,TOTAL_ALLOTTED,
485,"RADHARAMAN ENGINEERINGCOLLEGE,BHOPAL (2006)",,,Private,N,CSE,34,3122,89.3,63.17,UR/X/OP,,9,
486,"RADHARAMAN ENGINEERINGCOLLEGE,BHOPAL (2006)",,,Private,N,ELECTELEX,1698,3158,71.73,62.79,"UR/X/OP(After
Conversion)",,8,
487,"RADHARAMAN ENGINEERINGCOLLEGE,BHOPAL (2006)",,,Private,N,MECH,900,3246,76,61.88,"UR/X/OP(After
Conversion)",,17,
488,"RADHARAMAN ENGINEERINGCOLLEGE,BHOPAL (2006)",,,Private,N,CIVIL,1187,3429,74.22,58.39,"UR/X/OP(After
Conversion)",,24,
489,"RajeevGandhiProdyogikiMahavidhyalaya,Bhopal(2006)",,,Private,N,CSE,1773,1773,71.5,71.5,OBC/X/OP,,1,
490,"RajeevGandhiProdyogikiMahavidhyalaya,Bhopal(2006)",,,Private,N,EC,530,972,78.89,75.56,UR/X/OP,,2,
491,"RajeevGandhiProdyogikiMahavidhyalaya,Bhopal(2006)",,,Private,N,CSE,1097,1552,74.7,72.5,UR/X/OP,,2,
492,"RajeevGandhiProdyogikiMahavidhyalaya,Bhopal(2006)",,,Private,N,EE,2196,2196,69.3,69.3,UR/X/OP,,1,
493,"RajeevGandhiProdyogikiMahavidhyalaya,Bhopal(2006)",,,Private,N,MECH,2778,2778,66.07,66.07,UR/X/OP,,1,
494,"RewaEngineeringCollege,Rewa(REC)(1964)",,,GOVT,N,CSE,709,709,77.3,77.3,OBC/X/OP,Y,1,
495,"RewaEngineeringCollege,Rewa(REC)(1964)",,,GOVT,N,CIVIL,853,853,76.4,76.4,OBC/X/OP,Y,1,
496,"RewaEngineeringCollege,Rewa(REC)(1964)",,,GOVT,N,EE,874,874,76.2,76.2,OBC/X/OP,Y,1,
497,"RewaEngineeringCollege,Rewa(REC)(1964)",,,GOVT,N,EC,2622,2622,67,67,OBC/X/OP,Y,1,
498,"RewaEngineeringCollege,Rewa(REC)(1964)",,,GOVT,N,MECH,1299,2771,73.7,66.1,OBC/X/OP,Y,3,
499,"RewaEngineeringCollege,Rewa(REC)(1964)",,,GOVT,N,CSE,2102,2102,69.8,69.8,SC/X/OP,Y,1,
500,"RewaEngineeringCollege,Rewa(REC)(1964)",,,GOVT,N,CIVIL,2255,2255,69,69,SC/X/OP,Y,1,
501,"RewaEngineeringCollege,Rewa(REC)(1964)",,,GOVT,N,CIVIL,1396,1396,73.1,73.1,ST/X/OP,Y,1,
502,"RewaEngineeringCollege,Rewa(REC)(1964)",,,GOVT,N,CSE,1581,1581,72.3,72.3,ST/X/OP,Y,1,
503,"RewaEngineeringCollege,Rewa(REC)(1964)",,,GOVT,N,EE,2036,2359,70.1,68.5,ST/X/OP,Y,2,
504,"RewaEngineeringCollege,Rewa(REC)(1964)",,,GOVT,N,CIVIL,33,33,89.4,89.4,UR/X/F,Y,1,
505,"RewaEngineeringCollege,Rewa(REC)(1964)",,,GOVT,N,CSE,462,462,79.6,79.6,UR/X/F,Y,1,
506,"RewaEngineeringCollege,Rewa(REC)(1964)",,,GOVT,N,EE,1288,1288,73.7,73.7,UR/X/F,Y,1,
507,"RewaEngineeringCollege,Rewa(REC)(1964)",,,GOVT,N,EE,176,531,83.6,78.8,UR/X/OP,Y,2,
508,"RewaEngineeringCollege,Rewa(REC)(1964)",,,GOVT,N,CSE,448,593,79.7,78.2,UR/X/OP,Y,2,
509,"RewaEngineeringCollege,Rewa(REC)(1964)",,,GOVT,N,CIVIL,732,847,77.17,76.4,UR/X/OP,Y,2,
510,"RewaEngineeringCollege,Rewa(REC)(1964)",,,GOVT,N,MECH,432,1029,79.8,75.2,UR/X/OP,Y,3,
511,"RewaEngineeringCollege,Rewa(REC)(1964)",,,GOVT,N,EC,1359,2125,73.3,69.7,UR/X/OP,Y,3,
512,"RewaEngineeringCollege,Rewa(REC)(1964)",,,GOVT,N,EC,2843,3051,65.6,63.9,"UR/X/OP(After
Conversion)",Y,2,
513,"RewaInstituteofTechnology,Rewa(2003)",,,Private,N,CIVIL,1020,2228,75.29,69.17,UR/X/OP,,5,
514,"RewaInstituteofTechnology,Rewa(2003)",,,Private,N,CSE,195,2348,83.13,68.57,UR/X/OP,,3,
515,"RewaInstituteofTechnology,Rewa(2003)",,,Private,N,EC,3133,3171,62.97,62.6,UR/X/OP,,2,
516,"RewaInstituteofTechnology,Rewa(2003)",,,Private,N,MECH,1537,3269,72.5,61.51,UR/X/OP,,6,
517,"RewaInstituteofTechnology,Rewa(2003)",,,Private,N,EE,990,3324,75.42,60.81,UR/X/OP,,6,
518,"RustamjiInstituteofTechnology,Tekanpur,Gwalior(1999)",,,S.F.I.,N,CSE,2087,2314,69.9,68.7,UR/X/F,Y,2,
519,"RustamjiInstituteofTechnology,Tekanpur,Gwalior(1999)",,,S.F.I.,N,CSEIML,2795,2795,65.93,65.93,UR/X/OP,Y,1,

"*InURcategory,Othercategorycandidatesarealsoallotted",,,Page19of39,,,,,,,,,,,
"DIRECTORATEOFTECHNICALEDUCATION,MADHYAPRADESH",,,,,,,,,,,,,,
LATERALENTRYBTECH,,,,,,,,,,,,,,
OPENINGCLOSINGRANK-FIRSTROUND2026,,,,,,,,,,,,,,
BASEDONQUALIFYINGEXAM DATE:06.08.2026,,,,,,,,,,,,,,
S.No.,INST_NAME,,,INST_TYPE,FW,BRANCH,OPENING_RANK,CLOSING_RANK,OPENING_MERIT,CLOSING_MERIT,ALLOTTED_CATEGORY,DOMICILE,TOTAL_ALLOTTED,
520,"RustamjiInstituteofTechnology,Tekanpur,Gwalior(1999)",,,S.F.I.,N,EC,2879,2879,65.3,65.3,UR/X/OP,Y,1,
521,"RustamjiInstituteofTechnology,Tekanpur,Gwalior(1999)",,,S.F.I.,N,CSE,1747,2910,71.6,65,UR/X/OP,Y,3,
522,"RustamjiInstituteofTechnology,Tekanpur,Gwalior(1999)",,,S.F.I.,N,CSE,3069,3069,63.8,63.8,"UR/X/OP(After
Conversion)",Y,1,
523,"SagarInstituteofResearch&Technology-Excellence,Bhopal
(2008)",,,Private,N,AIADS,1863,1863,71.1,71.1,UR/X/OP,,1,
524,"SagarInstituteofResearch&Technology-Excellence,Bhopal
(2008)",,,Private,N,CSE,1746,2595,71.6,67.19,UR/X/OP,,3,
525,"SagarInstituteofResearch&Technology-Excellence,Bhopal
(2008)",,,Private,N,CIVIL,413,2782,80,66,UR/X/OP,,3,
526,"SagarInstituteofResearch&Technology-Excellence,Bhopal
(2008)",,,Private,N,MECH,3032,3242,64.1,61.93,UR/X/OP,,2,
527,"SagarInstituteofResearch&Technology,Bhopal(2003)",,,Private,N,CIVIL,1960,1960,70.6,70.6,OBC/X/OP,,1,
528,"SagarInstituteofResearch&Technology,Bhopal(2003)",,,Private,N,MECH,2588,2588,67.2,67.2,ST/X/OP,,1,
529,"SagarInstituteofResearch&Technology,Bhopal(2003)",,,Private,N,CIVIL,636,1531,77.91,72.53,UR/X/OP,,3,
530,"SagarInstituteofResearch&Technology,Bhopal(2003)",,,Private,N,CSE,38,2154,88.9,69.56,UR/X/OP,,15,
531,"SagarInstituteofResearch&Technology,Bhopal(2003)",,,Private,N,MECH,244,2532,82.4,67.51,UR/X/OP,,3,
532,"SagarInstituteofResearch&Technology,Bhopal(2003)",,,Private,N,CSECS,2545,2545,67.5,67.5,UR/X/OP,,1,
533,"SagarInstituteofResearch&Technology,Bhopal(2003)",,,Private,N,ELECTELEX,35,2814,89.2,65.8,UR/X/OP,,3,
534,"SagarInstituteofResearch&Technology,Bhopal(2003)",,,Private,N,AIML,418,3011,80,64.27,UR/X/OP,,9,
535,"SagarInstituteofResearch&Technology,Bhopal(2003)",,,Private,N,CSIT,2887,3198,65.2,62.3,UR/X/OP,,2,
536,"SagarInstituteofResearch&Technology,Bhopal(2003)",,,Private,N,EC,86,3483,86.1,55.2,UR/X/OP,,3,
537,"SagarInstituteofResearch&Technology,Bhopal(2003)",,,Private,N,CIVIL,2014,2832,70.26,65.7,"UR/X/OP(After
Conversion)",,2,
538,"SagarInstituteofResearch&Technology,Bhopal(2003)",,,Private,N,ELECTELEX,3451,3470,57.4,56.1,"UR/X/OP(After
Conversion)",,2,
539,"SagarInstituteofResearch&Technology,Bhopal(2003)",,,Private,N,CSE,2268,3473,68.93,56,"UR/X/OP(After
Conversion)",,8,
540,SagarInstituteofScience&Technology(SISTEC)Bhopal,,,Private,N,CSIT,851,851,76.4,76.4,UR/X/OP,,1,
541,SagarInstituteofScience&Technology(SISTEC)Bhopal,,,Private,N,CSECS,1513,2024,72.6,70.2,UR/X/OP,,2,
542,SagarInstituteofScience&Technology(SISTEC)Bhopal,,,Private,N,EC,1451,2108,72.84,69.8,UR/X/OP,,2,
543,SagarInstituteofScience&Technology(SISTEC)Bhopal,,,Private,N,CSEAIADS,2379,2379,68.4,68.4,UR/X/OP,,1,
544,SagarInstituteofScience&Technology(SISTEC)Bhopal,,,Private,N,CIVIL,2049,2860,70.08,65.48,UR/X/OP,,2,
545,SagarInstituteofScience&Technology(SISTEC)Bhopal,,,Private,N,ELECTELEX,907,3085,76,63.61,UR/X/OP,,2,
546,SagarInstituteofScience&Technology(SISTEC)Bhopal,,,Private,N,CSE,1969,3322,70.53,60.9,UR/X/OP,,3,
547,"SagarInstituteofScienceTechnology&Research,(SISTec-R),
Bhopal(2009)",,,Private,N,CSEIML,218,218,82.7,82.7,UR/X/OP,,1,

"*InURcategory,Othercategorycandidatesarealsoallotted",,,Page20of39,,,,,,,,,,,
"DIRECTORATEOFTECHNICALEDUCATION,MADHYAPRADESH",,,,,,,,,,,,,,
LATERALENTRYBTECH,,,,,,,,,,,,,,
OPENINGCLOSINGRANK-FIRSTROUND2026,,,,,,,,,,,,,,
BASEDONQUALIFYINGEXAM DATE:06.08.2026,,,,,,,,,,,,,,
S.No.,INST_NAME,,,INST_TYPE,FW,BRANCH,OPENING_RANK,CLOSING_RANK,OPENING_MERIT,CLOSING_MERIT,ALLOTTED_CATEGORY,DOMICILE,TOTAL_ALLOTTED,
548,"SagarInstituteofScienceTechnology&Research,(SISTec-R),
Bhopal(2009)",,,Private,N,CIVIL,858,2420,76.31,68.18,UR/X/OP,,4,
549,"SagarInstituteofScienceTechnology&Research,(SISTec-R),
Bhopal(2009)",,,Private,N,CSE,1403,2717,73.1,66.5,UR/X/OP,,2,
550,"SagarInstituteofScienceTechnology&Research,(SISTec-R),
Bhopal(2009)",,,Private,N,EC,2822,2992,65.78,64.4,UR/X/OP,,2,
551,"SagarInstituteofScience,Technology&Engineering(SISTec-E),
Bhopal(2009)",,,Private,N,EE,1334,3320,73.4,60.9,UR/X/OP,,7,
552,"SamratAshokTechnologicalInstitute,Vidisha(1960)",,,GOVT,N,CSE,772,772,76.9,76.9,OBC/X/OP,Y,1,
553,"SamratAshokTechnologicalInstitute,Vidisha(1960)",,,GOVT,N,IT,1650,2038,72,70.1,OBC/X/OP,Y,3,
554,"SamratAshokTechnologicalInstitute,Vidisha(1960)",,,GOVT,N,CSEIML,1926,2318,70.8,68.7,OBC/X/OP,Y,3,
555,"SamratAshokTechnologicalInstitute,Vidisha(1960)",,,GOVT,N,CIVIL,2899,2899,65.1,65.1,OBC/X/OP,Y,1,
556,"SamratAshokTechnologicalInstitute,Vidisha(1960)",,,GOVT,N,CSEAIADS,2772,2919,66.1,65,OBC/X/OP,Y,2,
557,"SamratAshokTechnologicalInstitute,Vidisha(1960)",,,GOVT,N,CSECS,3087,3359,63.6,60.2,OBC/X/OP,Y,2,
558,"SamratAshokTechnologicalInstitute,Vidisha(1960)",,,GOVT,N,CSE,2482,2482,67.8,67.8,SC/X/F,Y,1,
559,"SamratAshokTechnologicalInstitute,Vidisha(1960)",,,GOVT,N,CSE,2961,3119,64.6,63.3,SC/X/OP,Y,3,
560,"SamratAshokTechnologicalInstitute,Vidisha(1960)",,,GOVT,N,CSE,2281,2281,68.9,68.9,ST/X/F,Y,1,
561,"SamratAshokTechnologicalInstitute,Vidisha(1960)",,,GOVT,N,CIVIL,3072,3072,63.74,63.74,ST/X/OP,Y,1,
562,"SamratAshokTechnologicalInstitute,Vidisha(1960)",,,GOVT,N,CSE,354,399,80.7,80.2,UR/X/F,Y,2,
563,"SamratAshokTechnologicalInstitute,Vidisha(1960)",,,GOVT,N,IT,643,643,77.9,77.9,UR/X/F,Y,1,
564,"SamratAshokTechnologicalInstitute,Vidisha(1960)",,,GOVT,N,CSEIML,868,868,76.3,76.3,UR/X/F,Y,1,
565,"SamratAshokTechnologicalInstitute,Vidisha(1960)",,,GOVT,N,EC,1179,1179,74.3,74.3,UR/X/F,Y,1,
566,"SamratAshokTechnologicalInstitute,Vidisha(1960)",,,GOVT,N,CSEAIADS,1485,1485,72.7,72.7,UR/X/F,Y,1,
567,"SamratAshokTechnologicalInstitute,Vidisha(1960)",,,GOVT,N,CIVIL,1624,2215,72.1,69.2,UR/X/F,Y,2,
568,"SamratAshokTechnologicalInstitute,Vidisha(1960)",,,GOVT,N,CSEIOT,2692,2692,66.6,66.6,UR/X/F,Y,1,
569,"SamratAshokTechnologicalInstitute,Vidisha(1960)",,,GOVT,N,EE,1816,3079,71.3,63.7,UR/X/F,Y,3,
570,"SamratAshokTechnologicalInstitute,Vidisha(1960)",,,GOVT,N,CSECS,3502,3502,54.2,54.2,UR/X/F,Y,1,
571,"SamratAshokTechnologicalInstitute,Vidisha(1960)",,,GOVT,N,CSE,383,613,80.4,78.1,UR/X/OP,Y,4,
572,"SamratAshokTechnologicalInstitute,Vidisha(1960)",,,GOVT,N,IT,685,790,77.5,76.8,UR/X/OP,Y,2,
573,"SamratAshokTechnologicalInstitute,Vidisha(1960)",,,GOVT,N,CSEIML,615,1282,78.1,73.8,UR/X/OP,Y,2,
574,"SamratAshokTechnologicalInstitute,Vidisha(1960)",,,GOVT,N,CSEAIADS,1496,1646,72.7,72,UR/X/OP,Y,2,
575,"SamratAshokTechnologicalInstitute,Vidisha(1960)",,,GOVT,N,EC,1230,1979,74,70.5,UR/X/OP,Y,2,
576,"SamratAshokTechnologicalInstitute,Vidisha(1960)",,,GOVT,N,CSEIOT,2031,2046,70.17,70.1,UR/X/OP,Y,2,
577,"SamratAshokTechnologicalInstitute,Vidisha(1960)",,,GOVT,N,CSECS,2272,2391,68.9,68.3,UR/X/OP,Y,2,
578,"SamratAshokTechnologicalInstitute,Vidisha(1960)",,,GOVT,N,CIVIL,660,2807,77.7,65.9,UR/X/OP,Y,9,
579,"SamratAshokTechnologicalInstitute,Vidisha(1960)",,,GOVT,N,EE,1418,3259,73,61.7,UR/X/OP,Y,10,
580,"SamratAshokTechnologicalInstitute,Vidisha(1960)",,,GOVT,N,MECH,1456,3461,72.8,56.8,UR/X/OP,Y,8,
581,"SamratAshokTechnologicalInstitute,Vidisha(1960)",,,GOVT,N,CSEBC,2758,3497,66.2,54.5,UR/X/OP,Y,3,

"*InURcategory,Othercategorycandidatesarealsoallotted",,,Page21of39,,,,,,,,,,,
"DIRECTORATEOFTECHNICALEDUCATION,MADHYAPRADESH",,,,,,,,,,,,,,
LATERALENTRYBTECH,,,,,,,,,,,,,,
OPENINGCLOSINGRANK-FIRSTROUND2026,,,,,,,,,,,,,,
BASEDONQUALIFYINGEXAM DATE:06.08.2026,,,,,,,,,,,,,,
S.No.,INST_NAME,,,INST_TYPE,FW,BRANCH,OPENING_RANK,CLOSING_RANK,OPENING_MERIT,CLOSING_MERIT,ALLOTTED_CATEGORY,DOMICILE,TOTAL_ALLOTTED,
582,"SamratAshokTechnologicalInstitute,Vidisha(1960)",,,GOVT,N,CSEAIADS,1790,1790,71.4,71.4,"UR/X/OP(After
Conversion)",Y,1,
583,"SamratAshokTechnologicalInstitute,Vidisha(1960)",,,GOVT,N,CSECS,2607,2607,67.1,67.1,"UR/X/OP(After
Conversion)",Y,1,
584,"SamratAshokTechnologicalInstitute,Vidisha(1960)",,,GOVT,N,CSEIOT,2792,3157,66,62.8,"UR/X/OP(After
Conversion)",Y,2,
585,"SamratAshokTechnologicalInstitute,Vidisha(1960)",,,GOVT,N,CIVIL,2833,3300,65.7,61.1,"UR/X/OP(After
Conversion)",Y,5,
586,"SaraswatiInstituteofEngineering&Technology,Jabalpur(2008)",,,Private,N,ELECTELEX,3438,3522,57.9,51.76,OBC/X/OP,,2,
587,"SaraswatiInstituteofEngineering&Technology,Jabalpur(2008)",,,private,N,CIVIL,913,2462,75.9,67.9,UR/X/OP,,3,
588,"SaraswatiInstituteofEngineering&Technology,Jabalpur(2008)",,,Private,N,CSE,2976,2976,64.5,64.5,UR/X/OP,,1,
589,"SaraswatiInstituteofEngineering&Technology,Jabalpur(2008)",,,Private,N,ELECTELEX,496,3369,79.3,60,UR/X/OP,,14,
590,"SATPUDA COLLEGEOFENGINEERINGANDPOLYTECHNIC,
BALAGHAT",,,Private,N,MECH,627,627,78,78,OBC/X/OP,,1,
591,"SATPUDA COLLEGEOFENGINEERINGANDPOLYTECHNIC,
BALAGHAT",,,Private,N,EE,740,740,77.1,77.1,OBC/X/OP,,1,
592,"SATPUDA COLLEGEOFENGINEERINGANDPOLYTECHNIC,
BALAGHAT",,,Private,N,MINING,832,846,76.5,76.4,OBC/X/OP,,2,
593,"SATPUDA COLLEGEOFENGINEERINGANDPOLYTECHNIC,
BALAGHAT",,,Private,N,CIVIL,1135,1135,74.5,74.5,OBC/X/OP,,1,
594,"SATPUDA COLLEGEOFENGINEERINGANDPOLYTECHNIC,
BALAGHAT",,,Private,N,CSE,1127,1354,74.6,73.3,OBC/X/OP,,5,
595,"SATPUDA COLLEGEOFENGINEERINGANDPOLYTECHNIC,
BALAGHAT",,,Private,N,MECH,1517,1517,72.6,72.6,SC/X/OP,,1,
596,"SATPUDA COLLEGEOFENGINEERINGANDPOLYTECHNIC,
BALAGHAT",,,Private,N,CIVIL,1788,1788,71.4,71.4,SC/X/OP,,1,
597,"SATPUDA COLLEGEOFENGINEERINGANDPOLYTECHNIC,
BALAGHAT",,,Private,N,MINING,1078,2388,74.9,68.3,SC/X/OP,,4,
598,"SATPUDA COLLEGEOFENGINEERINGANDPOLYTECHNIC,
BALAGHAT",,,Private,N,EE,2396,3023,68.3,64.2,SC/X/OP,,2,
599,"SATPUDA COLLEGEOFENGINEERINGANDPOLYTECHNIC,
BALAGHAT",,,Private,N,CSE,2471,3437,67.9,58,SC/X/OP,,4,
600,"SATPUDA COLLEGEOFENGINEERINGANDPOLYTECHNIC,
BALAGHAT",,,Private,N,CIVIL,1189,1189,74.2,74.2,ST/X/OP,,1,

"*InURcategory,Othercategorycandidatesarealsoallotted",,,Page22of39,,,,,,,,,,,
"DIRECTORATEOFTECHNICALEDUCATION,MADHYAPRADESH",,,,,,,,,,,,,,
LATERALENTRYBTECH,,,,,,,,,,,,,,
OPENINGCLOSINGRANK-FIRSTROUND2026,,,,,,,,,,,,,,
BASEDONQUALIFYINGEXAM DATE:06.08.2026,,,,,,,,,,,,,,
S.No.,INST_NAME,,,INST_TYPE,FW,BRANCH,OPENING_RANK,CLOSING_RANK,OPENING_MERIT,CLOSING_MERIT,ALLOTTED_CATEGORY,DOMICILE,TOTAL_ALLOTTED,
601,"SATPUDA COLLEGEOFENGINEERINGANDPOLYTECHNIC,
BALAGHAT",,,Private,N,MECH,3161,3161,62.7,62.7,ST/X/OP,,1,
602,"SATPUDA COLLEGEOFENGINEERINGANDPOLYTECHNIC,
BALAGHAT",,,Private,N,MECH,318,479,81.2,79.5,UR/X/OP,,3,
603,"SATPUDA COLLEGEOFENGINEERINGANDPOLYTECHNIC,
BALAGHAT",,,Private,N,EE,51,621,87.7,78,UR/X/OP,,3,
604,"SATPUDA COLLEGEOFENGINEERINGANDPOLYTECHNIC,
BALAGHAT",,,Private,N,MINING,3,745,93.3,77.1,UR/X/OP,,6,
605,"SATPUDA COLLEGEOFENGINEERINGANDPOLYTECHNIC,
BALAGHAT",,,Private,N,CSE,500,1062,79.3,75,UR/X/OP,,9,
606,"SATPUDA COLLEGEOFENGINEERINGANDPOLYTECHNIC,
BALAGHAT",,,Private,N,CIVIL,22,1103,89.8,74.7,UR/X/OP,,3,
607,"SCHOOLOFENGINEERINGANDTECHNOLOGY,SAMRAT
VIKRAMADITYAVISHWAVIDYALAYA,UJJAIN(2011)",,,S.F.I.,N,CIVIL,1362,1362,73.3,73.3,UR/X/F,Y,1,
608,"SCHOOLOFENGINEERINGANDTECHNOLOGY,SAMRAT
VIKRAMADITYAVISHWAVIDYALAYA,UJJAIN(2011)",,,S.F.I.,N,EC,1613,1613,72.2,72.2,UR/X/F,Y,1,
609,"SCHOOLOFENGINEERINGANDTECHNOLOGY,SAMRAT
VIKRAMADITYAVISHWAVIDYALAYA,UJJAIN(2011)",,,S.F.I.,N,EE,2283,3205,68.9,62.3,UR/X/F,Y,3,
610,"SCHOOLOFENGINEERINGANDTECHNOLOGY,SAMRAT
VIKRAMADITYAVISHWAVIDYALAYA,UJJAIN(2011)",,,S.F.I.,N,CIVIL,2787,2957,66,64.7,UR/X/OP,Y,2,
611,"SCHOOLOFENGINEERINGANDTECHNOLOGY,SAMRAT
VIKRAMADITYAVISHWAVIDYALAYA,UJJAIN(2011)",,,S.F.I.,N,ECS,1524,3029,72.6,64.1,UR/X/OP,Y,2,
612,"SCHOOLOFENGINEERINGANDTECHNOLOGY,SAMRAT
VIKRAMADITYAVISHWAVIDYALAYA,UJJAIN(2011)",,,S.F.I.,N,MECH,2666,3373,66.8,60,UR/X/OP,Y,4,
613,"SCHOOLOFENGINEERINGANDTECHNOLOGY,SAMRAT
VIKRAMADITYAVISHWAVIDYALAYA,UJJAIN(2011)",,,S.F.I.,N,EE,1587,3443,72.3,57.8,UR/X/OP,Y,3,
614,"SCHOOLOFINFORMATIONTECHNOLOGY,RGPVBHOPAL",,,S.F.I.,N,CSEIML,464,464,79.6,79.6,OBC/X/OP,Y,1,
615,"SCHOOLOFINFORMATIONTECHNOLOGY,RGPVBHOPAL",,,S.F.I.,N,CSEDS,831,831,76.5,76.5,OBC/X/OP,Y,1,
616,"SCHOOLOFINFORMATIONTECHNOLOGY,RGPVBHOPAL",,,S.F.I.,N,CSBS,1309,1309,73.6,73.6,OBC/X/OP,Y,1,
617,"SCHOOLOFINFORMATIONTECHNOLOGY,RGPVBHOPAL",,,S.F.I.,N,CSEIML,1591,2011,72.3,70.3,SC/X/OP,Y,2,
618,"SCHOOLOFINFORMATIONTECHNOLOGY,RGPVBHOPAL",,,S.F.I.,N,CSEDS,1962,2200,70.6,69.3,SC/X/OP,Y,2,
619,"SCHOOLOFINFORMATIONTECHNOLOGY,RGPVBHOPAL",,,S.F.I.,N,CSEIML,263,263,82.1,82.1,UR/X/F,Y,1,
620,"SCHOOLOFINFORMATIONTECHNOLOGY,RGPVBHOPAL",,,S.F.I.,N,CSEDS,541,541,78.7,78.7,UR/X/F,Y,1,
621,"SCHOOLOFINFORMATIONTECHNOLOGY,RGPVBHOPAL",,,S.F.I.,N,CSBS,583,583,78.3,78.3,UR/X/F,Y,1,
622,"SCHOOLOFINFORMATIONTECHNOLOGY,RGPVBHOPAL",,,S.F.I.,N,CSEIML,305,340,81.5,80.9,UR/X/OP,Y,2,
623,"SCHOOLOFINFORMATIONTECHNOLOGY,RGPVBHOPAL",,,S.F.I.,N,CSEDS,584,820,78.3,76.6,UR/X/OP,Y,2,
624,"SCHOOLOFINFORMATIONTECHNOLOGY,RGPVBHOPAL",,,S.F.I.,N,CSBS,664,932,77.7,75.8,UR/X/OP,Y,2,
625,"SCHOOLOFINFORMATIONTECHNOLOGY,RGPVBHOPAL",,,S.F.I.,N,CSBS,1214,1516,74.1,72.6,"UR/X/OP(After
Conversion)",Y,2,

"*InURcategory,Othercategorycandidatesarealsoallotted",,,Page23of39,,,,,,,,,,,
"DIRECTORATEOFTECHNICALEDUCATION,MADHYAPRADESH",,,,,,,,,,,,,,
LATERALENTRYBTECH,,,,,,,,,,,,,,
OPENINGCLOSINGRANK-FIRSTROUND2026,,,,,,,,,,,,,,
BASEDONQUALIFYINGEXAM DATE:06.08.2026,,,,,,,,,,,,,,
S.No.,INST_NAME,,,INST_TYPE,FW,BRANCH,OPENING_RANK,CLOSING_RANK,OPENING_MERIT,CLOSING_MERIT,ALLOTTED_CATEGORY,DOMICILE,TOTAL_ALLOTTED,
